10000 25000
3660 4663 17
766 6151 73
1928 2638 61
1206 3643 25
2879 3533 24
5184 6309 9
1228 4715 39
4986 5904 54
4488 5531 94
3643 6118 41
1345 5071 43
2028 2661 71
1498 2792 95
5830 8953 35
4135 6181 9
8144 8926 77
1683 8042 71
3190 3583 24
4108 6126 78
4580 9042 87
2725 9003 100
1571 8331 74
296 1791 76
6848 9452 48
7751 9118 84
708 2904 86
7442 7576 50
439 2493 90
3372 7430 72
8546 9943 55
3811 6674 70
205 1383 42
6061 8830 56
6553 6999 43
299 9666 14
3414 4591 49
2108 7285 72
2028 9020 16
1811 2331 51
155 9520 37
2894 3798 5
5047 8836 23
3362 5363 20
860 8554 42
2152 8905 27
2814 9073 66
2164 8069 84
3902 5488 44
8419 9274 74
5389 7339 84
5775 6018 90
5011 7696 44
3379 9447 79
2918 9505 1
6902 9807 8
6457 7862 81
2829 5431 31
3406 9445 75
8263 8449 29
1034 2745 85
4015 6183 100
1449 9913 18
7801 7921 6
7464 7660 78
1499 6412 57
370 3674 76
5170 5999 48
2901 5767 42
217 9686 31
7773 9456 29
6842 8596 37
2340 3429 53
1187 8385 9
5709 7536 6
1584 7868 69
1541 7189 23
1733 9308 59
2644 5070 18
5300 8119 84
3808 4085 91
5036 5818 32
5333 5948 71
1877 7107 75
4802 5143 14
6211 8755 74
3612 6221 1
2605 6802 92
1219 6245 18
1945 2763 22
3858 4652 28
3012 3461 14
2342 7932 97
4167 5703 81
880 4059 80
3802 5105 49
1632 8452 75
5006 5303 78
4571 5155 42
2035 7112 36
3455 7592 85
2051 5687 54
3708 8520 8
4093 8876 85
7225 9381 22
746 8259 30
6685 7613 91
1319 5857 21
193 7834 55
3415 5877 48
146 8732 93
477 6736 70
735 3536 22
4991 8939 53
8272 8587 88
259 6179 31
2113 6075 61
6960 7676 12
3322 9096 35
599 7950 61
4222 8069 46
6579 7447 54
2906 3999 94
3110 5165 39
8670 9811 2
5335 6910 6
1993 4436 61
3629 9576 82
8787 9445 65
1015 2762 93
5334 9686 32
1234 3706 47
1617 2327 45
4726 9280 77
1671 9731 96
429 9230 74
1380 7218 67
8224 9703 15
5184 5361 83
3653 9209 73
3423 5763 93
3103 6046 87
37 4829 64
462 2827 18
1686 7800 86
4891 6926 68
2278 8490 16
4767 7096 33
5924 8696 33
492 9706 5
3232 3912 48
1711 3376 84
1196 5762 28
2397 8457 37
8433 9344 100
68 4688 54
3291 7185 76
9064 9490 86
5356 6679 38
499 3841 87
3764 9902 53
6574 9782 98
2956 7739 89
6329 6751 49
250 6345 13
3940 8122 66
6070 6389 72
3109 4457 79
808 2088 34
2143 2740 68
1053 6352 100
3525 3691 75
6339 9591 74
2417 2475 33
2548 6794 88
4162 5046 6
6466 7065 7
6012 7386 39
6883 7407 33
4162 5405 47
5820 6820 5
4398 8678 73
1497 8789 50
2549 5827 38
5974 9536 66
2344 2424 66
4049 5735 27
2424 8540 38
1216 7527 47
7967 7973 83
774 9599 84
3137 3844 67
1729 6824 15
2904 3169 76
840 7974 77
6082 7204 71
6843 9213 100
4025 6398 64
234 3480 88
1197 3579 1
6792 9160 29
181 6032 34
4016 8600 95
1501 9279 3
1964 9343 4
207 6401 3
7077 9756 66
3347 6076 82
781 9722 34
725 1885 6
7186 7292 81
2544 4487 14
604 2661 72
6105 6259 18
2531 8852 33
4093 5260 78
1408 7613 63
2079 7041 85
2703 8471 31
4873 7580 100
7493 7731 26
6024 6477 71
1000 6412 97
488 2155 34
5484 7512 29
5905 8440 76
339 3624 100
311 8299 90
649 6704 2
1690 2046 98
3601 3874 27
3618 7055 4
3636 7876 30
914 7915 3
2967 8626 32
392 2549 5
2125 7835 19
4074 4163 49
5054 9286 65
3356 7890 92
4928 5209 14
1941 3811 67
1394 8124 45
1900 4587 53
5739 8120 16
6454 9665 88
710 5551 54
1838 2813 25
245 1716 9
2284 6906 47
2487 9800 58
7622 9563 82
4015 9873 3
10 6376 88
1211 9989 59
3730 5947 50
8683 9632 51
2050 7008 15
6075 9290 24
2501 5984 91
3677 7183 72
5212 8593 7
2966 5904 55
6086 6526 57
1921 5811 34
9443 9948 39
4160 9386 1
2055 8180 46
2748 8913 66
148 482 48
3509 7138 91
6860 7032 66
4830 9290 82
4731 9151 73
759 2957 79
2143 6436 91
3636 9440 24
5161 8427 71
8007 9288 14
6670 9881 60
5299 9375 32
9468 9623 75
2238 9427 9
1972 7890 85
457 1070 13
4967 8563 8
6183 6284 55
2637 2821 4
570 5378 100
699 7274 12
4068 8396 59
922 9958 95
795 9014 54
1997 5067 87
399 5581 76
1241 3871 8
7202 7582 47
1293 4949 78
3116 7624 52
4532 5088 20
698 2308 85
1755 5620 91
493 749 76
982 2959 76
503 8172 39
5243 5666 71
226 5126 10
9472 9801 72
2888 9623 89
4924 6281 41
4354 6234 73
1351 4415 82
2638 3095 82
2664 7130 65
5141 7123 2
1417 5582 86
982 7117 20
1890 5662 66
5265 5727 1
5610 8148 80
2366 6668 19
768 9818 26
169 2319 22
2211 7540 62
96 268 47
4161 6333 32
1281 9888 41
3655 7101 97
975 3535 44
2352 7025 47
717 5592 37
2436 2485 63
3623 6845 21
7635 9227 43
2630 6827 88
3676 9367 51
7552 7909 18
3042 8505 65
513 6218 80
2477 8714 46
2634 9481 6
4005 7518 94
179 307 25
3149 8492 13
5605 6008 78
4569 7175 89
8111 8893 39
2804 6579 80
7941 8059 3
5329 9414 88
5543 9530 55
7919 9219 82
4803 7252 53
3499 7222 85
2544 2560 93
4981 5072 16
7861 9350 38
1083 7488 49
5326 6384 86
9644 9741 78
8040 9286 81
5615 7696 86
39 8116 22
9021 9076 80
5562 9251 86
3580 9411 12
2375 5492 8
8294 9385 25
541 1016 15
5833 6373 43
298 9842 27
539 3511 69
2784 2900 69
1085 7808 30
4780 6866 90
1004 3853 61
2140 2663 23
8737 9057 1
649 3777 21
3713 8254 8
1731 7226 78
500 9463 59
3910 4146 3
5103 5758 13
1481 4425 92
4864 9302 54
4771 8354 51
2467 8532 21
3259 5421 16
1318 4694 14
3964 5517 76
2075 5277 72
1979 3122 14
9585 9631 65
6105 8973 16
2377 6306 47
3977 6453 8
1229 4848 6
2918 7394 61
8118 9544 75
345 3230 83
2416 9481 58
5486 5618 35
2074 8223 81
2449 5923 95
8342 8903 44
814 8309 55
3230 4388 34
164 8097 98
1424 5356 74
3607 7665 79
7955 7986 86
4725 6505 54
4298 6126 45
3879 7057 23
3255 9689 50
4022 4642 75
4032 6351 28
1409 7034 62
4192 8784 43
4596 6761 33
1233 2735 81
7026 7725 51
7866 9281 2
1991 5030 49
4664 6202 67
2261 6878 69
799 2453 55
3671 8792 49
6072 9129 63
987 3726 31
6853 8948 54
3545 5100 52
2649 8514 28
13 4526 96
1770 8025 26
2734 6063 66
7536 8826 88
2012 5883 90
9 300 67
4286 6959 15
1876 3617 16
3760 4183 9
1467 2240 69
3039 7022 53
655 6751 8
1348 5805 64
5274 6603 91
7216 8335 21
2788 5909 89
4022 6556 25
2817 3968 67
1992 2544 55
6303 6538 94
2286 9229 72
1644 3761 2
2875 4767 63
2840 4373 78
4774 9861 12
3261 3547 74
696 1609 13
2370 2909 15
8719 9229 87
1472 9927 52
2813 8555 75
6582 7140 23
6051 7453 47
2211 2713 32
2642 7855 26
5314 6539 51
8271 8966 6
4022 7207 33
5898 9812 94
594 7881 95
5314 8613 6
138 9322 96
640 7281 36
3689 6768 91
6663 9719 67
5548 9109 59
1409 7159 22
3618 5642 62
41 7690 2
3283 7321 65
8352 9349 47
6140 8782 84
638 7940 93
2691 5851 69
2639 7330 37
322 7093 55
5173 8994 90
2202 7134 97
317 2702 87
6511 9176 59
5511 7881 97
924 8990 62
3840 6093 9
5977 7340 81
7294 9606 20
5073 8946 63
2358 7188 90
5942 8100 30
3633 4068 68
6173 9042 36
2391 5393 45
2278 7220 84
1516 3147 67
163 7421 54
5034 9879 95
3988 4562 69
4841 6927 77
5364 6314 60
1666 7853 3
50 8169 37
5963 6355 62
7481 9276 54
839 7892 20
414 6832 85
276 9128 46
2948 5675 47
4173 4740 56
6055 6514 59
3608 8900 88
187 7824 19
361 624 70
2698 6273 62
1790 8813 36
1546 6110 31
2901 4123 25
6928 7337 94
5465 9189 72
8709 9170 99
377 7034 68
3922 5136 82
993 7625 90
3987 5805 27
213 4217 62
3220 7577 23
8349 9768 92
2951 4748 74
8589 9551 84
635 3788 85
1594 2601 62
4675 8277 26
6193 7091 14
4239 8228 81
1028 3138 38
2098 9739 62
1479 8695 67
3876 9075 100
1218 1832 60
683 9730 83
4933 5140 97
3317 7338 96
2164 3570 54
245 7442 60
7923 9443 24
2225 4842 61
5316 6895 50
6357 9943 82
4934 8831 60
6385 8130 69
2112 6955 73
1131 9748 23
1655 7212 59
8554 8896 28
657 2319 28
758 6567 82
4142 8119 15
358 9264 31
1218 8252 42
1482 6097 68
1598 8971 3
4561 7221 63
3833 6912 85
4206 6798 79
4987 6836 48
3978 8036 2
348 8944 44
1646 6834 4
995 8149 10
1400 7779 27
4256 5311 40
3754 7615 34
1597 3772 61
2728 3608 89
1981 9034 22
3797 8843 2
2574 6254 71
3113 4359 71
9120 9812 95
808 5814 20
2347 4828 6
1564 6703 75
213 4426 11
387 413 74
3399 8171 71
2702 2742 22
3083 8516 8
6006 6159 43
2434 4971 69
6443 8079 31
6805 7982 3
8173 9143 77
3137 7277 68
3240 4171 92
1704 8562 9
949 5998 94
8174 8914 63
587 7926 78
4830 6474 58
354 3864 40
3340 4471 61
3395 8164 13
1437 8084 4
969 8075 34
4671 7704 73
2368 4074 43
907 8077 56
2472 5668 4
495 7564 74
2720 2798 85
4008 9598 71
8697 9300 89
2593 3325 71
2645 8525 75
3621 4358 29
4507 6354 87
5212 9398 63
1926 9461 36
3047 5512 63
8454 8909 96
5342 7123 94
6820 6846 82
3070 5254 80
4749 5667 4
2753 7185 18
1597 6754 73
1684 7187 38
7411 9879 98
3121 6642 22
2454 8598 68
4316 6492 38
7412 8487 36
4816 9084 55
807 7294 33
4970 9303 10
207 9957 70
1870 4424 97
2263 5974 83
1170 1917 45
5242 8294 47
1311 3408 30
971 9174 85
2314 9371 46
323 2896 47
2352 6552 48
7235 9348 2
1651 5475 4
2518 8816 84
3086 4230 68
967 8645 4
1603 9085 81
3336 9122 72
3778 7666 67
4645 5922 4
3326 8285 59
2858 8637 3
6047 7925 82
1768 9050 35
1908 5232 92
5075 6022 40
2623 4969 61
380 791 97
398 1222 58
1036 7627 73
29 9507 48
7915 8911 62
107 8563 55
1169 4261 27
488 2315 96
3482 5891 45
697 7981 13
612 2124 91
1149 6894 82
1826 7419 90
113 8362 98
3561 9526 53
3773 6758 43
1579 2282 68
4746 8208 98
4656 7715 12
1809 7896 22
1080 8684 14
4960 7027 49
4820 4984 78
2385 7562 41
742 2655 23
1356 8742 8
7956 8491 12
3835 9905 61
1988 9369 16
8824 9089 86
4465 6931 7
1685 2909 76
2249 3932 75
2283 8381 81
1659 8869 93
2242 4579 16
4032 4771 17
2305 4702 61
2713 3657 86
648 7651 1
2580 8364 84
502 7557 44
3611 6797 29
632 8985 36
8815 9104 50
634 8820 47
3957 5266 71
7169 8526 33
5205 8131 93
5426 9846 31
9183 9202 56
74 5736 3
2204 8119 97
2936 7001 48
486 690 56
2710 4458 80
4855 9023 44
5489 7861 22
2333 7349 46
3861 9513 44
7816 7880 89
9294 9698 34
4959 9309 7
4358 5351 3
1434 6776 86
1070 4979 81
4428 7052 14
3760 4504 28
954 1001 86
3080 7348 60
770 6153 81
2069 4187 50
1038 1188 6
4274 4548 37
3986 8671 65
9062 9105 17
2079 7790 57
5737 9856 87
4628 6347 50
7639 7642 85
7496 8028 63
5938 9785 69
8007 9900 62
5646 6043 71
3345 6710 93
5658 7076 94
4729 7657 66
1302 4248 9
6733 7598 82
3755 9525 100
1308 5784 87
2272 8406 3
2685 9960 16
6118 8931 8
1601 9244 75
4139 5592 89
935 4068 27
5430 7157 36
1583 6168 91
5376 5882 1
7304 9262 77
2575 9705 94
1362 2966 44
3829 9626 68
2831 9634 21
1084 1872 91
6029 8473 68
1806 3271 13
438 8467 19
2973 8738 79
391 2504 72
2656 6401 21
659 1092 28
1133 9071 26
7850 9684 24
2214 4879 7
5252 6080 27
6303 9416 47
3185 9397 25
4427 8442 32
1383 8649 75
1814 8461 64
5016 6203 68
3165 4863 34
936 4539 77
7892 8441 50
144 1309 21
1934 4205 20
2343 4182 14
2268 8485 17
952 2375 26
4338 5026 1
333 5649 28
5042 9679 50
2267 2442 52
4568 6712 64
6447 6535 6
172 6184 78
4518 8659 49
5344 6964 6
788 3689 52
760 6891 13
2157 2169 47
3976 4085 3
3721 6878 73
2879 5034 83
305 7468 31
6074 9616 30
1973 7527 6
2159 3952 26
1675 1822 66
254 9443 51
10 8271 43
334 5455 21
1390 7785 5
2929 4942 20
1943 4793 49
4926 5051 77
1526 6836 33
2334 3875 12
362 1008 38
553 1634 84
4533 9843 15
1816 7242 80
3337 8844 82
4002 7303 73
132 7954 54
4214 6650 95
1797 7534 77
334 3500 18
3402 5717 35
2618 4132 5
8984 9015 27
5922 9777 90
8103 9926 33
2647 6270 19
3997 7101 48
5440 5518 30
2215 5086 88
6137 6828 51
1489 2011 74
62 3511 64
8530 9042 2
6942 9207 34
3574 6113 35
3613 6035 25
1015 8156 40
765 8555 39
2694 8279 20
1348 9280 47
717 5873 60
9431 9941 65
4544 7653 51
453 8150 85
1636 3388 7
5961 6383 58
3833 6329 99
5492 9478 83
2518 5475 2
1633 4662 83
5654 7052 37
1769 4419 79
2163 4066 95
3078 6676 44
6771 8793 98
7784 9543 44
305 9651 19
1794 5628 90
5840 8156 11
674 3712 48
452 6914 88
8250 9090 100
1109 1656 72
648 9636 55
8329 8762 50
6367 8555 32
2708 8310 57
5999 9461 3
4327 9049 99
3866 5957 51
738 5573 59
10 4899 46
3648 6570 64
4970 8319 81
3164 9092 79
7399 8428 32
4963 8340 84
5178 5820 64
3818 9397 79
1435 1854 31
2895 3177 5
2053 5825 28
1397 4684 83
983 9849 3
3271 8684 100
3419 5866 77
246 3570 26
5242 7978 30
3735 5100 76
5186 5550 1
7874 8186 50
2527 5052 23
8374 8539 4
4883 7662 69
4729 8844 76
4562 8619 81
80 9287 32
780 3085 78
2573 2662 85
2505 4427 58
1963 6649 24
3686 8367 20
3095 6553 97
2502 4200 14
1468 3005 39
48 8733 25
4626 5060 32
2081 8125 13
3718 6353 44
16 166 31
965 9343 86
1012 2179 74
7491 8776 99
7696 9942 17
2913 6697 48
3606 5488 39
3081 5303 20
4970 5332 5
3248 6579 100
728 2112 18
2484 7022 45
1148 9887 37
1429 7875 97
93 2243 26
73 7111 63
5039 9590 100
1298 4098 16
5676 7240 84
1022 1690 71
406 8782 35
3807 6052 43
2998 8774 87
6945 8651 45
4736 8205 63
6008 7107 61
610 7153 3
528 6033 16
1872 5194 72
5861 8876 43
6573 9467 78
1474 5494 8
7817 8370 3
587 5135 50
1892 3220 73
1704 9647 30
3944 7761 57
1379 4521 81
809 6335 82
3146 3808 77
5328 5869 49
5738 5928 54
1458 1964 76
1377 9617 49
3282 5264 55
1763 3740 47
559 5196 53
2426 3561 16
8469 8592 22
927 2462 30
5140 6372 29
2778 3317 61
8344 9102 39
1129 9973 66
3440 7015 41
7523 7998 55
1734 7283 25
57 4144 3
1846 6138 61
7227 9164 56
4028 6997 8
1831 3199 39
1182 6501 50
609 6816 76
6980 7969 75
1461 7149 96
1236 4091 33
1463 5939 54
5213 5450 8
1133 3045 95
3186 5786 69
3712 9503 51
2024 5110 36
2180 5492 17
5408 7516 47
8445 8646 48
9536 9691 9
3568 4874 21
5840 7874 5
7461 8025 66
827 5501 58
1029 6121 20
6105 7282 15
1742 3539 22
2020 6371 39
5461 7431 5
3563 8327 18
457 4481 92
742 5827 20
373 6500 42
4288 4516 54
2859 6329 88
2607 9143 91
1539 6934 77
7421 8192 52
3704 9785 84
7626 8398 93
3928 9837 34
7614 8807 20
8238 8861 47
3064 5054 41
654 1738 37
472 3873 84
1890 9270 65
78 3747 48
2745 5001 22
4832 8055 95
842 9395 41
1597 4844 52
3098 8560 30
2268 8985 11
2463 4540 13
224 438 36
319 6152 9
2614 6968 18
3299 3629 57
7853 8089 81
6834 7142 93
2274 3308 65
786 9972 23
3242 9026 84
316 7436 96
9349 9738 64
9336 9645 72
2425 6138 7
6251 6362 81
6539 7444 100
3828 7535 28
2251 3654 7
5434 5998 62
1915 6030 55
2524 7306 30
3672 9595 80
8933 9517 64
2855 5682 98
2923 4241 56
4174 5771 37
3418 8750 26
164 7109 17
2210 9563 62
7510 8881 85
3785 5411 88
3037 7413 96
5244 6984 37
202 824 11
2294 6941 46
1761 3455 6
8079 9615 24
1702 2446 40
5280 5978 100
7088 8582 43
854 8986 96
3577 4358 55
1725 9153 56
281 4192 80
6432 8490 18
8129 9885 100
997 8124 47
4182 9578 59
3529 9516 26
2688 5466 23
7326 8667 55
162 1680 73
2591 3881 100
1307 9971 31
2297 7930 61
7529 8656 34
5870 7471 24
3673 8833 27
5102 7371 54
4417 6768 91
1116 4355 63
335 1193 61
896 1283 44
698 5082 80
6208 8461 34
3736 4015 47
79 3069 25
5784 6955 25
528 9336 21
3746 6156 32
4618 9759 60
1094 3908 81
5940 8275 50
954 3255 3
6769 9313 19
2417 6246 1
874 5325 72
7105 7259 58
7802 9929 69
441 1082 61
2104 6737 54
3696 5331 56
924 4249 30
2912 3290 18
1129 6287 92
6534 8019 10
900 5489 54
5498 7048 35
3034 7198 83
5527 7840 6
6441 6820 94
2808 5686 92
4272 7964 54
1478 3019 83
5940 7977 85
3041 8841 27
413 7171 68
7837 9550 67
276 4652 57
927 6642 51
5886 6999 91
4581 9784 51
9162 9324 88
2098 3237 22
1873 5144 26
6075 7217 69
7111 9588 18
1643 4039 29
2432 5440 50
631 4916 78
3304 9022 28
1846 5128 44
5364 7091 70
1524 2962 92
4557 8820 58
2824 6936 44
3467 9259 100
5690 8855 83
6879 9870 60
131 9537 89
1598 2859 12
8296 8478 86
957 2137 69
6064 6663 97
3958 5566 94
4310 6644 60
2720 6031 20
3560 6410 63
2516 6938 77
529 2268 25
3996 8326 73
1910 4449 56
4709 5584 71
1770 1872 47
3415 9302 88
1572 3214 2
7075 7519 36
2648 3458 34
8148 8507 85
3336 7169 98
5399 7464 42
3168 7089 11
4663 8066 71
1927 3342 66
5227 6751 51
907 7383 85
7286 7549 85
1764 5410 58
2572 2664 77
1291 2122 25
1603 2784 77
559 574 60
1289 4233 64
3352 6264 92
699 2463 10
3853 6561 84
3415 5136 86
3674 4022 55
2016 2321 56
2674 3856 78
2223 3666 56
2377 5370 29
702 7727 14
4431 8542 37
493 3918 6
7505 8739 22
6836 9019 53
5062 9609 27
6039 7729 15
2804 6196 13
1395 2115 70
828 9741 31
171 1320 88
17 3998 40
1981 5942 55
7744 8134 23
6214 8492 94
2084 4831 20
3818 4060 3
982 2947 99
5332 8342 43
840 7744 65
505 5223 87
399 4710 91
6582 7111 21
242 4745 65
3519 6489 67
4517 6647 77
1400 8798 85
7465 9504 30
2640 3044 83
8760 9851 61
1627 4953 31
3469 8402 89
6602 7479 81
450 4005 78
4708 8737 11
2896 9391 100
3767 7655 35
3465 9301 72
2557 9811 38
7825 9410 45
2445 5204 70
3142 4248 44
247 1989 57
3132 3325 55
4896 6148 17
561 5236 55
131 9023 98
1171 2461 99
2593 7870 30
3982 6282 13
2056 3873 17
503 7528 99
3424 6157 4
4343 5527 70
2988 6801 73
736 7530 6
6538 8193 47
8425 8654 63
253 8670 28
3136 7891 21
3788 6750 97
9181 9498 94
3331 5038 87
4238 7582 83
7652 9906 75
2276 2928 83
2212 4537 22
2196 5158 28
8440 8833 15
1336 2934 14
3065 7446 11
5731 7265 1
3799 6708 93
1922 6892 16
6484 9576 61
2881 7344 3
4228 9031 37
4073 6299 29
1866 2961 7
8291 9940 49
371 2414 88
1734 7346 79
3688 8832 85
314 680 94
2 2486 21
972 4861 77
731 9442 67
4196 7755 61
3455 7849 69
4334 9380 8
3166 9890 74
5101 5957 1
2151 2674 80
8727 9806 98
3716 4876 49
6818 7681 18
3510 9756 1
7522 7648 84
6675 8089 56
2867 3491 9
6633 9375 60
2069 2605 29
3021 3990 97
2872 8541 88
1293 2968 83
4132 7024 61
6494 7281 22
2087 8599 36
2947 6661 93
1155 4077 92
2612 6690 37
1371 3922 49
3379 5691 18
8053 9104 72
534 7509 65
56 232 45
5153 6873 30
126 4162 10
2942 5537 96
8027 8682 8
2792 5789 79
346 9642 76
926 4403 21
5543 7560 10
1327 6870 46
2740 8093 44
4935 7966 94
8544 9248 54
5184 8239 71
3602 7397 82
70 8447 96
289 7729 98
7288 9987 7
653 745 100
5463 6957 69
3489 4097 14
68 6790 55
264 5613 19
3917 6648 14
706 7282 58
5133 5385 67
5362 8478 75
892 3091 11
2604 6927 45
8849 9811 28
669 2701 34
22 700 97
7362 7898 13
3538 3744 74
4973 6349 87
1833 6851 45
5549 7547 85
5057 5706 31
3145 5720 80
1352 2834 59
2751 2887 76
426 7559 16
6498 8725 69
5372 5916 4
5027 5291 24
343 9186 29
7631 9055 49
2063 4637 94
4311 9583 16
6022 6957 28
1194 5820 26
4225 8916 64
1707 7601 92
3167 5128 84
268 6318 100
4294 9596 43
529 5457 39
5623 7078 100
7618 7835 74
2659 3982 15
6321 7978 45
4336 5374 41
6252 9255 27
2658 3597 95
928 5122 41
1757 4239 100
2748 6882 44
2712 2987 21
2462 3864 84
6674 9324 1
1592 6471 72
4262 5355 59
5682 6648 94
1177 4649 65
3863 8595 14
1232 3708 29
3475 8921 47
2077 5730 45
1036 8802 46
1710 7731 18
993 2062 97
787 955 61
6377 7590 21
1790 3020 99
5014 8153 43
1380 7588 88
3680 5906 44
2779 4006 53
3129 3527 77
5648 6934 50
351 3286 19
2979 4892 79
6243 7549 12
2164 7405 60
3843 4524 17
4885 6781 2
6015 6092 41
2152 3900 4
3086 6908 85
4043 5931 99
3270 4381 39
1195 8770 82
929 7470 86
6470 7544 84
4053 6950 68
9103 9760 98
3077 4447 54
2764 4657 72
80 8431 51
1948 7512 93
1196 6357 72
4205 5378 36
4109 8340 60
5782 6805 27
1772 4718 42
1136 6633 37
4358 6335 46
2415 9749 88
4808 6155 77
4830 8305 71
4603 5278 23
720 5258 57
2886 4640 54
7827 7941 28
2020 4818 88
6359 7122 6
4215 8403 85
2056 3394 77
1477 8112 61
5661 7006 65
2516 5116 93
2367 5146 36
4480 8535 47
1055 6273 92
8536 9406 58
2777 7801 69
2688 5577 27
6836 9711 91
9021 9670 89
670 1100 56
4057 4798 88
814 4004 51
9106 9412 28
3062 4110 18
6835 7317 51
2547 4018 88
8234 9860 71
552 5089 14
768 2909 83
6286 6417 93
3250 8905 70
2066 9085 56
3383 6541 89
1998 7205 48
347 6350 96
1205 4738 85
2346 2959 33
3070 4094 4
2020 8609 72
7659 8763 9
2857 5325 81
3204 9766 62
7134 7669 62
2935 7633 22
1030 8222 22
1538 7149 94
3299 5417 76
1283 7855 70
4212 4277 33
1005 3844 10
4093 6945 85
2592 5547 25
2432 8165 79
2712 4373 49
125 1393 42
607 8093 100
3332 7919 21
1104 8526 59
4086 7873 26
1262 7959 82
1702 7696 98
2842 7732 89
2443 8112 58
530 2115 16
2497 6156 3
531 6926 77
7710 9372 6
1731 8058 17
2395 7741 9
2763 4145 20
1646 6648 1
6941 7073 73
4376 7331 79
6839 9819 53
3177 4409 43
3465 6823 3
3651 8559 87
3782 8477 96
2436 8360 72
2 7084 54
2408 6874 100
2323 3592 61
820 3276 31
1670 8395 21
3813 7025 84
2151 7699 64
4485 8674 24
1181 3142 8
4044 6415 31
4214 9043 92
12 301 60
3229 7988 74
5019 7421 27
4596 6024 16
1427 3652 20
7150 7587 29
3207 7888 5
2448 7220 9
3420 6810 15
4916 9457 69
2000 9456 54
3325 4621 25
4429 9033 75
1819 9347 13
1731 3448 82
4911 6435 59
6261 7327 100
2930 4147 32
4614 6286 43
6857 9850 42
5071 8623 40
898 1165 78
9523 9653 93
1169 3122 61
2532 4156 6
2489 8258 35
5472 6723 91
5124 7335 57
1410 7262 51
617 7595 29
6752 7396 88
4762 8429 43
3758 8598 100
468 7610 75
2921 9819 90
5290 5774 6
3901 6723 48
3461 4662 14
1288 6740 27
5618 8437 73
7734 8533 39
551 5412 68
3634 8595 7
1814 2179 65
3552 7949 5
3636 6504 10
1844 4773 94
5662 6098 96
2458 4246 4
8803 9500 93
1880 8422 47
3030 9921 85
3382 4579 42
6571 6602 24
626 1475 45
6848 8493 69
2674 6195 22
3375 3827 43
3339 8074 31
2716 9392 80
3184 6632 65
3824 9367 18
7472 8609 38
3829 8964 65
3334 3973 83
5026 8218 19
3065 9661 26
6246 7862 60
223 379 46
1211 4401 60
626 9975 56
1677 9400 35
3053 9710 14
3360 5191 62
3657 6359 81
1866 6656 28
1967 9811 43
3091 9268 45
3060 5710 35
861 7163 79
1138 5166 41
3415 8169 34
3312 8103 35
2235 3314 15
4841 8520 15
2466 3275 81
365 2182 62
1928 3966 24
3977 8728 90
3811 5457 48
5603 8247 27
3333 7064 38
835 9863 86
1507 4922 84
6796 8726 33
628 5780 20
1107 8133 23
6632 7955 44
92 5861 53
2058 4901 63
618 5578 15
879 9630 95
118 1513 95
3168 7740 2
2017 6404 27
5625 6407 13
6773 7044 47
2672 5329 100
3638 9942 58
4874 4877 30
1010 8164 23
999 2387 32
1588 2663 20
3312 3856 59
6492 8796 96
277 1634 13
2005 2925 41
835 8735 45
4769 7955 25
1630 9857 52
304 3487 55
2955 4793 88
2654 3491 65
2383 8035 40
7260 9142 91
8652 9886 98
5797 6211 38
2832 4747 26
1303 1637 35
3029 8929 47
63 4162 32
5695 5844 11
7023 7034 69
1893 7583 24
3083 8543 63
8265 9827 40
5943 6476 18
4419 8007 8
1522 7329 51
994 5293 45
3015 7388 77
3813 7770 35
4281 9846 84
4439 6930 7
806 8605 39
4048 5444 50
5165 8890 46
6082 8053 14
5277 7290 93
526 9183 8
5725 7785 21
2080 3699 74
2710 7343 68
3522 8500 93
5530 6585 56
780 4181 59
966 3595 58
2881 7377 61
4632 5859 10
1989 9440 52
5828 5941 30
130 860 31
3011 9376 6
3710 4310 28
381 7255 39
2169 9288 42
782 2987 2
123 7692 71
308 2206 34
6271 6358 41
3008 7273 93
2397 3858 14
4735 7451 44
2896 7778 10
3435 8436 74
3759 4743 35
39 6385 87
358 4058 46
1860 4609 71
8550 8880 16
1843 2057 33
3115 4805 52
806 4865 100
2827 7286 79
4663 6025 55
5128 7121 22
896 5598 1
9308 9830 47
50 205 31
561 3558 27
655 4096 35
3687 9247 33
834 7025 31
8860 9400 57
330 2152 56
4856 8614 25
1102 1165 61
647 7115 61
7310 8322 83
1207 7422 17
6723 6994 58
4170 8854 54
1394 8374 49
2136 6044 40
1629 7466 49
2917 5493 95
841 4332 40
2875 2881 23
7545 9278 100
3059 7984 63
1986 9467 83
775 1714 89
3202 6295 60
4893 5464 55
6877 7646 38
2924 8858 4
5569 7055 88
